date,symbol,open,high,low,close,ltp,volume,amount,per_change,MACD,MACD_signal,RSI_14
2025-06-10,AHL,636.4,650.0,636.0,636.25,636.0,4391.0,2808322.0,-1.97,-16.8,-16.81,43.66
2025-06-09,AHL,637.0,657.6,622.0,649.04,657.6,10226.0,6571092.0,0.34,-16.65,-16.82,46.15
2025-06-08,AHL,648.0,648.0,623.3,646.85,646.8,4630.0,2921991.6,-2.05,-17.51,-16.86,42.91
2025-06-05,AHL,626.9,664.0,615.0,660.4,650.8,4755.0,2988802.5,7.31,-18.14,-16.7,43.47
2025-06-04,AHL,644.9,644.9,615.0,615.42,616.0,6351.0,3956056.4,-2.72,-20.06,-16.33,25.89
2025-06-03,AHL,658.0,658.0,623.0,632.65,630.0,6917.0,4358797.7,-2.06,-17.64,-15.4,28.92
2025-06-02,AHL,645.0,680.0,639.0,645.97,653.0,4265.0,2786537.5,-0.99,-16.05,-14.84,36.83
2025-05-28,AHL,677.0,690.0,645.0,652.42,662.0,11680.0,7856571.9,-1.76,-15.14,-14.54,35.25
2025-05-27,AHL,657.2,669.9,646.9,664.11,664.8,2357.0,1540853.2,-0.95,-14.42,-14.39,38.21
2025-05-26,AHL,670.0,690.0,651.7,670.51,669.0,6802.0,4531087.4,0.83,-14.47,-14.38,43.88
2025-05-25,AHL,670.0,670.0,644.1,665.0,655.0,2796.0,1846026.3,1.19,-14.98,-14.36,40.09
2025-05-22,AHL,699.0,699.0,656.3,657.21,660.0,2909.0,1933596.3,-4.56,-14.86,-14.2,35.51
2025-05-21,AHL,695.5,721.0,668.0,688.6,687.9,4540.0,3125599.1,0.98,-13.69,-14.04,44.47
2025-05-20,AHL,665.0,685.0,650.0,681.94,685.0,3012.0,2017839.0,3.07,-15.19,-14.13,38.86
2025-05-19,AHL,664.0,675.0,640.4,661.64,661.7,2804.0,1822114.7,-0.3,-16.21,-13.86,21.43
2025-05-18,AHL,688.0,688.0,648.0,663.63,666.0,1973.0,1295867.5,-1.69,-15.21,-13.27,17.1
2025-05-15,AHL,699.0,699.0,659.0,675.03,679.8,3865.0,2574993.8,-1.6,-13.92,-12.79,25.52
2025-05-14,AHL,700.0,700.0,668.0,686.0,686.0,1970.0,1336804.0,-0.63,-13.22,-12.5,24.65
2025-05-13,AHL,700.0,700.0,651.7,690.38,689.0,8762.0,5861547.6,-0.14,-13.26,-12.32,27.34
2025-05-11,AHL,695.0,708.0,675.0,691.34,687.8,3226.0,2215469.3,1.42,-13.56,-12.09,29.3
2025-05-08,AHL,706.9,706.9,680.2,681.68,680.2,3613.0,2473178.8,-1.8,-13.85,-11.72,31.87
2025-05-07,AHL,699.9,700.0,670.8,694.2,687.0,6213.0,4268626.7,-0.1,-13.03,-11.19,38.23
2025-05-06,AHL,700.0,700.0,675.0,694.9,694.9,4395.0,3016410.0,1.19,-13.06,-10.73,36.89
2025-05-05,AHL,702.0,702.0,665.0,686.72,687.0,6228.0,4199572.1,-0.62,-12.99,-10.14,35.04
2025-05-04,AHL,707.0,721.0,685.0,691.0,690.0,1243.0,865558.5,-0.4,-11.88,-9.43,34.53
2025-04-30,AHL,700.0,710.9,686.0,693.77,700.0,4967.0,3460533.1,-0.85,-10.72,-8.82,31.79
2025-04-29,AHL,706.0,715.5,677.0,699.74,702.5,10155.0,6996354.2,-0.58,-9.37,-8.34,36.34
2025-04-28,AHL,700.0,718.0,700.0,703.81,703.0,1642.0,1161475.0,-0.76,-8.12,-8.09,42.53
2025-04-27,AHL,725.0,726.0,708.0,709.2,708.0,4871.0,3477540.2,-3.15,-6.82,-8.08,40.08
2025-04-24,AHL,735.0,737.0,713.0,732.27,733.9,3308.0,2413196.0,1.09,-5.61,-8.39,44.28
2025-04-23,AHL,730.0,732.2,717.5,724.39,730.0,2200.0,1595228.5,-1.96,-6.33,-9.09,39.56
2025-04-22,AHL,725.0,750.0,725.0,738.9,738.9,1590.0,1176688.0,0.3,-6.35,-9.78,50.43
2025-04-21,AHL,735.0,748.0,730.0,736.69,738.9,22984.0,17037883.2,0.33,-7.77,-10.64,52.98
2025-04-20,AHL,720.0,738.0,715.0,734.25,738.0,4587.0,3324027.7,1.88,-9.24,-11.36,55.06
2025-04-17,AHL,714.3,730.0,714.3,720.68,715.0,4387.0,3178358.5,0.46,-10.74,-11.89,50.38
2025-04-16,AHL,719.1,721.6,715.0,717.36,720.0,1901.0,1364558.3,-0.59,-11.1,-12.18,37.82
2025-04-15,AHL,717.0,730.0,715.0,721.62,721.5,3200.0,2315726.5,0.74,-11.08,-12.44,48.44
2025-04-13,AHL,715.0,725.0,711.1,716.35,722.7,1976.0,1414997.3,-0.79,-11.31,-12.78,38.56
2025-04-10,AHL,719.8,747.5,719.8,722.07,721.0,1883.0,1361762.0,-1.56,-10.92,-13.15,52.99
2025-04-09,AHL,734.0,740.0,727.0,733.51,730.0,1273.0,930753.5,0.6,-10.83,-13.71,57.45
2025-04-08,AHL,710.0,749.0,710.0,729.12,735.0,2081.0,1507180.0,1.19,-11.73,-14.43,56.89
2025-04-07,AHL,720.0,730.0,717.0,720.54,729.0,1910.0,1375569.5,-1.67,-12.26,-15.11,56.5
2025-04-03,AHL,732.0,746.6,729.8,732.79,745.0,6713.0,4928670.5,-1.58,-11.88,-15.82,52.63
2025-04-02,AHL,750.0,750.0,730.7,744.59,749.0,2654.0,1968660.0,-0.11,-12.48,-16.8,52.86
2025-04-01,AHL,740.0,751.7,720.0,745.38,751.7,10230.0,7568731.6,0.99,-14.26,-17.88,50.35
2025-03-30,AHL,745.0,746.0,730.1,738.1,735.2,4301.0,3179954.7,1.0,-16.4,-18.79,45.74
2025-03-27,AHL,715.0,753.0,712.3,730.82,725.0,3842.0,2804255.8,0.96,-18.16,-19.39,41.71
2025-03-26,AHL,734.0,734.0,706.2,723.84,720.0,3571.0,2585781.4,0.54,-19.39,-19.69,41.12
2025-03-25,AHL,734.0,734.0,710.0,719.98,723.0,4507.0,3250494.6,-3.42,-19.98,-19.77,39.87
2025-03-24,AHL,715.0,748.0,713.0,745.47,748.0,6888.0,5083132.1,2.72,-20.04,-19.72,43.18
2025-03-23,AHL,765.8,765.8,719.4,725.7,725.1,7323.0,5357753.4,-3.35,-22.42,-19.64,33.05
2025-03-20,AHL,708.0,757.0,707.1,750.83,750.0,14801.0,10971028.0,5.6,-23.13,-18.94,34.25
2025-03-19,AHL,719.0,719.0,706.1,711.0,527.5640174486648,5916.0,4201307.2,0.55,-26.25,-17.89,12.08
2025-03-18,AHL,692.0,719.0,692.0,707.1,527.5640174486648,6479.0,4576689.8,0.3,-25.79,-15.8,9.46
2025-03-17,AHL,690.4,710.0,690.4,705.0,527.5640174486648,3846.0,2701120.8,1.0,-24.44,-13.3,14.01
2025-03-16,AHL,715.0,725.0,681.1,698.0,527.5640174486648,3455.0,2429321.0,-3.46,-22.15,-10.52,8.93
2025-03-12,AHL,745.0,745.0,716.0,723.0,527.5640174486648,4350.0,3136560.5,-1.5,-18.18,-7.61,13.51
2025-03-11,AHL,755.0,755.0,705.6,734.0,527.5640174486648,10469.0,7587317.3,-1.34,-15.41,-4.96,12.9
2025-03-10,AHL,742.0,768.6,735.0,744.0,527.5640174486648,8226.0,6151020.3,-1.46,-12.76,-2.35,26.04
2025-03-09,AHL,770.0,784.8,746.0,755.0,527.5640174486648,3256.0,2455475.0,-1.18,-10.21,0.25,25.43
2025-03-06,AHL,760.0,770.0,752.0,764.0,527.5640174486648,8598.0,6539330.6,0.66,-7.92,2.86,28.14
2025-03-05,AHL,760.0,772.0,745.0,759.0,527.5640174486648,8596.0,6461656.0,-0.05,-5.81,5.56,35.14
2025-03-04,AHL,770.0,783.0,749.0,759.4,527.5640174486648,11746.0,8891198.1,-1.38,-2.52,8.4,36.59
2025-03-03,AHL,775.1,785.0,744.8,770.0,527.5640174486648,27785.0,21218221.4,-1.91,1.67,11.13,35.84
2025-03-02,AHL,805.0,806.0,774.3,785.0,527.5640174486648,19067.0,14907304.8,-2.36,5.92,13.49,37.1
2025-02-27,AHL,810.2,839.9,791.0,804.0,527.5640174486648,18665.0,15059582.2,-2.43,9.74,15.38,39.54
2025-02-25,AHL,828.0,835.0,815.9,824.0,527.5640174486648,4771.0,3914919.0,-0.48,12.52,16.8,49.11
2025-02-24,AHL,815.0,831.0,805.1,828.0,527.5640174486648,5750.0,4699257.4,1.22,13.87,17.86,50.61
2025-02-23,AHL,819.3,829.0,815.0,818.0,527.5640174486648,6217.0,5094951.5,-2.15,14.97,18.86,45.09
2025-02-20,AHL,820.0,836.0,819.9,836.0,527.5640174486648,13336.0,11018454.5,0.6,17.18,19.84,50.34
2025-02-18,AHL,860.0,865.9,827.0,831.0,527.5640174486648,15236.0,12819224.3,-2.12,17.92,20.5,50.68
2025-02-17,AHL,811.0,891.0,811.0,849.0,527.5640174486648,17591.0,15040882.0,2.91,19.11,21.15,55.19
2025-02-16,AHL,845.0,845.0,825.0,825.0,527.5640174486648,8812.0,7353082.5,-1.79,18.51,21.66,50.81
2025-02-13,AHL,845.0,848.0,825.0,840.0,527.5640174486648,9729.0,8123047.7,0.36,19.93,22.44,60.09
2025-02-12,AHL,814.0,846.6,814.0,837.0,527.5640174486648,15152.0,12652055.9,2.83,19.92,23.07,63.6
2025-02-11,AHL,823.0,842.0,814.0,814.0,527.5640174486648,4425.0,3624685.0,0.49,19.93,23.86,56.67
2025-02-10,AHL,824.0,830.0,800.0,810.0,527.5640174486648,10906.0,8852489.3,-1.76,21.99,24.84,49.12
2025-02-09,AHL,821.2,842.0,821.0,824.5,527.5640174486648,13520.0,11247818.6,-1.02,24.7,25.55,65.18
2025-02-06,AHL,840.0,850.0,821.5,833.0,527.5640174486648,15137.0,12594882.5,-0.89,26.34,25.76,75.7
2025-02-05,AHL,827.0,859.0,827.0,840.5,527.5640174486648,17930.0,15161100.2,1.63,27.17,25.62,81.24
2025-02-04,AHL,842.5,842.5,815.1,827.0,527.5640174486648,18969.0,15744337.7,0.12,27.07,25.23,68.12
2025-02-03,AHL,850.0,850.0,818.0,826.0,527.5640174486648,25640.0,21250233.5,-0.96,27.93,24.77,68.12
2025-02-02,AHL,825.0,855.0,822.1,834.0,527.5640174486648,31804.0,26724896.8,-0.12,28.73,23.98,73.05
2025-01-28,AHL,820.0,844.9,807.5,835.0,527.5640174486648,17389.0,14363815.0,0.72,28.5,22.79,77.73
2025-01-27,AHL,850.0,850.0,804.0,829.0,527.5640174486648,23012.0,19206978.1,-0.72,27.71,21.36,75.57
2025-01-26,AHL,815.1,843.5,815.0,835.0,527.5640174486648,18122.0,15086052.5,1.46,26.9,19.77,79.39
2025-01-23,AHL,833.0,833.0,816.0,823.0,527.5640174486648,16202.0,13334515.4,0.73,24.86,17.99,79.39
2025-01-22,AHL,813.6,818.9,803.2,817.0,527.5640174486648,12336.0,10025601.6,1.74,23.12,16.28,79.72
2025-01-21,AHL,800.0,816.0,784.0,803.0,527.5640174486648,16720.0,13412520.4,0.37,21.17,14.56,79.95
2025-01-20,AHL,824.9,824.9,796.0,800.0,527.5640174486648,15489.0,12511373.4,-1.48,19.8,12.91,69.85
2025-01-19,AHL,780.0,812.0,780.0,812.0,527.5640174486648,24310.0,19463992.1,3.18,18.08,11.19,70.2
2025-01-16,AHL,760.0,805.0,760.0,787.0,527.5640174486648,35755.0,28160657.3,3.55,14.39,9.47,65.28
2025-01-15,AHL,750.0,769.8,750.0,760.0,527.5640174486648,8679.0,6607699.9,1.25,12.01,8.24,58.39
2025-01-13,AHL,772.0,772.0,750.0,750.6,527.5640174486648,17174.0,13033509.6,-2.77,11.56,7.3,61.97
2025-01-12,AHL,760.5,778.0,760.5,772.0,527.5640174486648,6054.0,4647615.2,0.13,11.77,6.23,73.1
2025-01-09,AHL,768.0,786.0,766.1,771.0,527.5640174486648,28841.0,22348330.9,0.8,9.68,4.85,66.27
2025-01-08,AHL,735.2,771.0,735.2,764.9,527.5640174486648,22957.0,17336671.0,3.8,6.98,3.64,67.0
2025-01-07,AHL,740.0,751.0,726.0,736.9,527.5640174486648,6260.0,4630761.6,-0.42,4.06,2.81,60.49
2025-01-06,AHL,730.9,745.0,730.0,740.0,527.5640174486648,9176.0,6776967.8,1.25,3.11,2.5,51.69
2025-01-05,AHL,707.4,731.0,707.4,730.9,527.5640174486648,10644.0,7704602.1,1.67,1.55,2.34,48.23
2025-01-02,AHL,696.4,719.0,696.4,718.9,527.5640174486648,9477.0,6699821.2,1.25,0.46,2.54,50.8
2025-01-01,AHL,685.0,727.0,685.0,710.0,527.5640174486648,4209.0,2939936.0,2.31,0.28,3.06,44.86
2024-12-31,AHL,705.0,705.0,676.2,694.0,527.5640174486648,7690.0,5287945.6,-3.48,0.95,3.76,40.35
2024-12-29,AHL,730.0,730.0,706.0,719.0,527.5640174486648,3352.0,2396919.9,-1.51,3.43,4.46,43.12
2024-12-26,AHL,732.0,735.0,715.0,730.0,527.5640174486648,3868.0,2812966.0,-0.27,3.99,4.72,37.7
2024-12-24,AHL,734.0,748.5,720.0,732.0,527.5640174486648,13051.0,9656994.3,-0.27,3.53,4.9,48.62
2024-12-23,AHL,710.0,734.9,704.5,734.0,527.5640174486648,11149.0,8087735.4,3.38,2.69,5.24,50.89
2024-12-22,AHL,695.0,720.0,687.1,710.0,527.5640174486648,9706.0,6804929.4,1.72,1.38,5.88,45.36
2024-12-19,AHL,700.1,708.0,692.1,698.0,527.5640174486648,4486.0,3138116.7,-2.24,2.13,7.0,41.61
2024-12-18,AHL,705.0,714.0,689.1,714.0,527.5640174486648,6952.0,4847785.0,1.42,4.27,8.22,47.23
2024-12-17,AHL,706.0,710.0,690.0,704.0,527.5640174486648,8624.0,5999354.9,-0.14,5.31,9.21,48.37
2024-12-16,AHL,722.1,736.5,701.1,705.0,527.5640174486648,9891.0,7095469.6,-3.95,7.59,10.18,51.29
2024-12-12,AHL,725.0,769.0,725.0,734.0,527.5640174486648,16085.0,12042222.0,-0.41,10.28,10.83,60.57
2024-12-11,AHL,730.3,744.9,715.0,737.0,527.5640174486648,9055.0,6615751.5,2.93,10.61,10.97,63.48
2024-12-10,AHL,720.2,734.6,715.0,716.0,527.5640174486648,5127.0,3700609.4,-1.78,10.57,11.07,55.39
2024-12-09,AHL,741.5,741.5,717.0,729.0,527.5640174486648,6067.0,4388036.0,0.28,12.51,11.19,62.7
2024-12-08,AHL,741.0,742.0,720.1,727.0,527.5640174486648,11265.0,8202628.2,-1.89,13.47,10.86,49.74
2024-12-05,AHL,762.1,777.0,740.3,741.0,527.5640174486648,10166.0,7677695.1,-4.39,14.71,10.21,55.96
2024-12-04,AHL,724.0,801.1,724.0,775.0,527.5640174486648,23622.0,18212109.1,5.01,14.66,9.08,70.4
2024-12-03,AHL,720.0,743.0,720.0,738.0,527.5640174486648,14183.0,10398654.5,1.1,10.91,7.69,63.78
2024-12-02,AHL,743.2,743.2,720.0,730.0,527.5640174486648,12049.0,8774180.5,0.18,9.74,6.88,60.43
2024-12-01,AHL,715.4,733.0,703.0,728.7,527.5640174486648,10062.0,7280451.5,-0.18,8.92,6.16,62.93
2024-11-28,AHL,725.1,740.0,725.1,730.0,527.5640174486648,20929.0,15318268.9,0.83,7.87,5.48,66.2
2024-11-27,AHL,712.0,730.0,701.1,724.0,527.5640174486648,14919.0,10788662.6,1.97,6.29,4.88,65.71
2024-11-26,AHL,712.0,714.9,701.5,710.0,527.5640174486648,9191.0,6520871.0,1.43,4.78,4.52,53.9
2024-11-25,AHL,689.0,702.0,687.2,700.0,527.5640174486648,5440.0,3790920.0,0.14,4.22,4.46,47.72
2024-11-24,AHL,678.0,715.0,678.0,699.0,527.5640174486648,11380.0,7969289.3,1.16,4.46,4.52,50.4
2024-11-21,AHL,710.0,712.0,687.1,691.0,527.5640174486648,12617.0,8839368.9,-1.14,4.8,4.54,46.88
2024-11-20,AHL,695.0,700.0,683.0,699.0,527.5640174486648,3832.0,2662693.5,1.3,5.98,4.47,58.46
2024-11-19,AHL,730.0,730.0,687.0,690.0,527.5640174486648,11966.0,8437613.9,-5.22,6.59,4.09,61.05
2024-11-17,AHL,721.1,748.0,721.0,728.0,527.5640174486648,14665.0,10723631.5,1.25,8.18,3.47,78.13
2024-11-14,AHL,708.0,723.0,705.0,719.0,527.5640174486648,15836.0,11314527.7,1.3,6.23,2.29,76.81
2024-11-13,AHL,692.0,716.0,692.0,709.8,527.5640174486648,8773.0,6165493.9,1.11,4.56,1.3,62.08
2024-11-12,AHL,714.0,714.0,698.3,702.0,527.5640174486648,8788.0,6186363.6,-0.28,3.3,0.49,56.32
2024-11-11,AHL,695.0,714.0,691.0,704.0,527.5640174486648,14662.0,10327167.5,1.4,2.44,-0.22,54.86
2025-08-21,AHPC,296.2,297.9,293.1,294.89,295.3,125166.0,36860307.3,-0.41,-0.66,0.22,34.81
2025-08-20,AHPC,300.0,302.9,295.1,296.1,297.0,160027.0,47673471.9,-1.35,-0.47,0.44,32.79
2025-08-19,AHPC,299.0,302.9,297.1,300.16,300.9,225388.0,67643602.7,1.24,-0.35,0.66,31.5
2025-08-18,AHPC,290.3,300.0,290.3,296.48,297.0,243770.0,72290521.9,0.36,-0.6,0.92,22.92
2025-08-17,AHPC,297.0,298.0,294.0,295.43,295.1,221516.0,65518809.6,0.63,-0.54,1.29,25.65
2025-08-14,AHPC,291.3,297.6,291.3,293.58,294.0,127162.0,37375801.2,-0.32,-0.34,1.75,19.27
2025-08-13,AHPC,290.0,297.2,290.0,294.51,296.3,158084.0,46584859.2,0.56,0.1,2.28,33.19
2025-08-12,AHPC,292.1,297.0,291.1,292.86,294.8,172923.0,50735826.8,-1.38,0.57,2.82,40.62
2025-08-11,AHPC,292.3,308.0,292.3,296.97,296.3,177196.0,53137470.1,-0.43,1.33,3.38,48.12
2025-08-07,AHPC,291.1,300.0,291.0,298.24,298.9,203202.0,60451270.2,1.32,1.86,3.89,49.25
2025-08-06,AHPC,297.0,298.8,293.0,294.36,293.2,167739.0,49408438.5,0.12,2.38,4.4,44.42
2025-08-05,AHPC,303.0,303.9,293.0,294.0,294.0,248579.0,73646924.4,-2.47,3.4,4.91,51.59
2025-08-04,AHPC,301.0,304.0,296.9,301.45,302.1,352890.0,106107383.2,0.3,4.69,5.29,58.33
2025-08-03,AHPC,301.0,308.0,300.0,300.56,301.0,379111.0,114811645.4,-1.95,5.51,5.44,61.42
2025-07-31,AHPC,310.0,314.9,305.0,306.55,305.3,424832.0,131139891.4,-1.15,6.58,5.42,66.27
2025-07-30,AHPC,320.0,320.0,309.1,310.13,310.0,464025.0,144886608.9,-1.81,7.22,5.13,70.42
2025-07-29,AHPC,322.0,325.0,311.7,315.85,316.9,459428.0,146174974.7,-1.1,7.58,4.6,73.45
2025-07-28,AHPC,317.0,320.8,311.0,319.36,320.2,650566.0,204882363.7,0.82,7.35,3.86,79.17
2025-07-27,AHPC,323.5,334.0,315.0,316.76,316.0,1165687.0,380025125.9,-2.08,6.58,2.99,78.36
2025-07-24,AHPC,315.0,324.0,315.0,323.5,323.9,869068.0,278900262.4,3.08,5.78,2.09,87.79
2025-07-23,AHPC,311.0,319.0,304.5,313.82,315.0,1087956.0,340368885.6,2.9,3.98,1.16,78.38
2025-07-22,AHPC,305.4,308.5,298.0,304.98,304.6,648691.0,197073779.3,1.85,2.61,0.46,69.32
2025-07-21,AHPC,299.9,303.0,291.1,299.45,299.0,269524.0,80483042.0,0.08,1.72,-0.08,65.9
2025-07-20,AHPC,307.4,308.0,297.0,299.22,299.0,611340.0,185834444.6,-0.73,1.13,-0.53,68.85
2025-07-17,AHPC,294.8,304.2,293.0,301.43,300.0,506239.0,151861180.2,3.34,0.38,-0.94,72.98
2025-07-16,AHPC,292.0,295.2,291.0,291.69,291.1,243226.0,71087686.5,0.46,-0.8,-1.27,65.17
2025-07-15,AHPC,287.8,291.0,283.1,290.35,291.0,208326.0,60207284.6,2.19,-1.32,-1.39,59.0
2025-07-14,AHPC,286.0,289.0,283.6,284.14,285.9,176580.0,50366768.9,-0.25,-1.81,-1.41,47.66
2025-07-13,AHPC,289.7,295.0,284.4,284.86,286.0,268095.0,76903600.5,0.29,-1.79,-1.31,46.33
2025-07-10,AHPC,288.9,291.7,283.0,284.04,285.3,195285.0,55681959.3,-1.07,-1.8,-1.19,47.15
2025-07-09,AHPC,285.9,289.0,283.0,287.12,288.0,105560.0,30247830.8,1.22,-1.71,-1.03,37.98
2025-07-08,AHPC,288.9,288.9,280.5,283.65,285.0,140324.0,39752591.9,0.11,-1.89,-0.86,27.68
2025-07-07,AHPC,286.5,286.5,278.1,283.33,283.1,199205.0,56233216.41,-0.14,-1.73,-0.6,25.23
2025-07-06,AHPC,290.0,290.0,283.0,283.74,283.5,176135.0,50279207.6,-1.27,-1.47,-0.32,22.25
2025-07-03,AHPC,295.0,295.0,285.4,287.39,289.0,254210.0,73107098.8,-0.75,-1.16,-0.03,22.51
2025-07-02,AHPC,293.0,295.8,288.0,289.56,288.7,230215.0,67161312.3,0.53,-1.12,0.25,23.31
2025-07-01,AHPC,288.0,290.9,285.0,288.04,288.0,178085.0,51375561.1,1.28,-1.27,0.59,18.12
2025-06-30,AHPC,286.0,289.9,284.0,284.4,284.0,145904.0,41732076.9,0.01,-1.29,1.05,20.14
2025-06-29,AHPC,278.0,287.0,278.0,284.37,284.5,180099.0,51252128.9,0.5,-0.93,1.64,29.73
2025-06-26,AHPC,290.7,290.7,281.0,282.95,283.0,225648.0,64307368.7,-0.73,-0.44,2.28,26.62
2025-06-25,AHPC,284.5,288.9,283.3,285.03,285.1,148028.0,42226538.2,-0.07,0.32,2.96,37.57
